Age:int,Attrition:string,BusinessTravel:string,DailyRate:int,Department:string,DistanceFromHome:int,Education:string,EducationField:string,EmployeeCount:int,EmployeeNumber:int,EnvironmentSatisfaction:string,Gender:string,HourlyRate:int,JobInvolvement:string,JobLevel:int,JobRole:string,JobSatisfaction:int,MaritalStatus:string,MonthlyIncome:int,MonthlyRate:int,NumCompaniesWorked:int,Over18:string,OverTime:string,PercentSalaryHike:int,PerformanceRating:string,RelationshipSatisfaction:string,StandardHours:int,StockOptionLevel:int,TotalWorkingYears:int,TrainingTimesLastYear:int,WorkLifeBalance:string,YearsAtCompany:int,YearsInCurrentRole:int,YearsSinceLastPromotion:int,YearsWithCurrManager:int
38,No,Travel_Rarely,243,Sales,7,Master,Marketing,1,709,Very High,Female,46,Medium,2,Sales Executive,4,Single,4028,7791,0,Y,No,20,Outstanding,Low,80,0,8,2,Better,7,7,0,5
29,No,Travel_Frequently,806,Research & Development,1,Master,Life Sciences,1,710,Medium,Male,76,Low,1,Research Scientist,4,Divorced,2720,18959,1,Y,No,18,Excellent,Very High,80,1,10,5,Better,10,7,2,8
48,No,Travel_Rarely,817,Sales,2,Below College,Marketing,1,712,Medium,Male,56,Very High,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,Excellent,Very High,80,0,12,3,Better,2,2,2,2
27,No,Travel_Frequently,1410,Sales,3,Below College,Medical,1,714,Very High,Female,71,Very High,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,Outstanding,Medium,80,2,6,3,Better,6,5,0,4
37,No,Travel_Rarely,1225,Research & Development,10,College,Life Sciences,1,715,Very High,Male,80,Very High,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,Excellent,Low,80,0,4,2,Better,1,0,0,0
50,No,Travel_Rarely,1207,Research & Development,28,Below College,Medical,1,716,Very High,Male,74,Very High,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,Excellent,High,80,3,20,3,Better,20,8,3,8
34,No,Travel_Rarely,1442,Research & Development,9,Bachelor,Medical,1,717,Very High,Female,46,Medium,3,Healthcare Representative,2,Single,8621,17654,1,Y,No,14,Excellent,Medium,80,0,9,3,Best,8,7,7,7
24,Yes,Travel_Rarely,693,Sales,3,College,Life Sciences,1,720,Low,Female,65,High,2,Sales Executive,3,Single,4577,24785,9,Y,No,14,Excellent,Low,80,0,4,3,Better,2,2,2,0
39,No,Travel_Rarely,408,Research & Development,2,Master,Technical Degree,1,721,Very High,Female,80,Medium,2,Healthcare Representative,3,Single,4553,20978,1,Y,No,11,Excellent,Low,80,0,20,4,Better,20,7,11,10
32,No,Travel_Rarely,929,Sales,10,Bachelor,Marketing,1,722,Very High,Male,55,High,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,Excellent,Very High,80,0,10,2,Good,10,7,0,8
50,Yes,Travel_Frequently,562,Sales,8,College,Technical Degree,1,723,Medium,Male,50,High,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,Excellent,Low,80,1,18,4,Better,4,3,1,3
38,No,Travel_Rarely,827,Research & Development,1,Master,Life Sciences,1,724,Medium,Female,33,Very High,2,Healthcare Representative,4,Single,7625,19383,0,Y,No,13,Excellent,High,80,0,10,4,Good,9,7,1,8
27,No,Travel_Rarely,608,Research & Development,1,College,Life Sciences,1,725,High,Female,68,High,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,Excellent,Very High,80,0,9,3,Better,9,7,0,7
32,No,Travel_Rarely,1018,Research & Development,3,College,Life Sciences,1,727,High,Female,39,High,3,Research Director,4,Single,11159,19373,3,Y,No,15,Excellent,Very High,80,0,10,6,Better,7,7,7,7
47,No,Travel_Rarely,703,Sales,14,Master,Marketing,1,728,Very High,Male,42,High,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,Excellent,Very High,80,0,20,2,Better,7,7,1,7
40,No,Travel_Frequently,580,Sales,5,Master,Life Sciences,1,729,Very High,Male,48,Medium,3,Sales Executive,1,Married,10475,23772,5,Y,Yes,21,Outstanding,High,80,1,20,2,Better,18,13,1,12
53,No,Travel_Rarely,970,Research & Development,7,Bachelor,Life Sciences,1,730,High,Male,59,Very High,4,Research Director,3,Married,14814,13514,3,Y,No,19,Excellent,High,80,0,32,3,Better,5,1,1,3
41,No,Travel_Rarely,427,Human Resources,10,Master,Human Resources,1,731,Medium,Male,73,Medium,5,Manager,4,Divorced,19141,8861,3,Y,No,15,Excellent,Medium,80,3,23,2,Good,21,6,12,6
60,No,Travel_Rarely,1179,Sales,16,Master,Marketing,1,732,Low,Male,84,High,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,Excellent,Very High,80,0,10,1,Better,2,2,2,2
27,No,Travel_Frequently,294,Research & Development,10,College,Life Sciences,1,733,Very High,Male,32,High,3,Manufacturing Director,1,Divorced,8793,4809,1,Y,No,21,Outstanding,High,80,2,9,4,Good,9,7,1,7
41,No,Travel_Rarely,314,Human Resources,1,Bachelor,Human Resources,1,734,Very High,Male,59,Medium,5,Manager,3,Married,19189,19562,1,Y,No,12,Excellent,Medium,80,1,22,3,Better,22,7,2,10
50,No,Travel_Rarely,316,Sales,8,Master,Marketing,1,738,Very High,Male,54,High,1,Sales Representative,2,Married,3875,9983,7,Y,No,15,Excellent,Very High,80,1,4,2,Better,2,2,2,2
28,Yes,Travel_Rarely,654,Research & Development,1,College,Life Sciences,1,741,Low,Female,67,Low,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,Excellent,Very High,80,0,10,4,Better,7,7,3,7
36,No,Non-Travel,427,Research & Development,8,Bachelor,Life Sciences,1,742,Low,Female,63,Very High,3,Research Director,1,Married,11713,20335,9,Y,No,14,Excellent,Low,80,1,10,2,Better,8,7,0,5
38,No,Travel_Rarely,168,Research & Development,1,Bachelor,Life Sciences,1,743,High,Female,81,High,3,Manufacturing Director,3,Single,7861,15397,4,Y,Yes,14,Excellent,Very High,80,0,10,4,Best,1,0,0,0
44,No,Non-Travel,381,Research & Development,24,Bachelor,Medical,1,744,Low,Male,49,Low,1,Laboratory Technician,3,Single,3708,2104,2,Y,No,14,Excellent,High,80,0,9,5,Better,5,2,1,4
47,No,Travel_Frequently,217,Sales,3,Bachelor,Medical,1,746,Very High,Female,49,High,4,Sales Executive,3,Divorced,13770,10225,9,Y,Yes,12,Excellent,Very High,80,2,28,2,Good,22,2,11,13
30,No,Travel_Rarely,501,Sales,27,Doctor,Marketing,1,747,High,Male,99,High,2,Sales Executive,4,Divorced,5304,25275,7,Y,No,23,Outstanding,Very High,80,1,10,2,Good,8,7,7,7
29,No,Travel_Rarely,1396,Sales,10,Bachelor,Life Sciences,1,749,High,Male,99,High,1,Sales Representative,3,Single,2642,2755,1,Y,No,11,Excellent,High,80,0,1,6,Better,1,0,0,0
42,Yes,Travel_Frequently,933,Research & Development,19,Bachelor,Medical,1,752,High,Male,57,Very High,1,Research Scientist,3,Divorced,2759,20366,6,Y,Yes,12,Excellent,Very High,80,0,7,2,Better,2,2,2,2
43,No,Travel_Frequently,775,Sales,15,Bachelor,Life Sciences,1,754,Very High,Male,47,Medium,2,Sales Executive,4,Married,6804,23683,3,Y,No,18,Excellent,High,80,1,7,5,Better,2,2,2,2
34,No,Travel_Rarely,970,Research & Development,8,College,Medical,1,757,Medium,Female,96,High,2,Healthcare Representative,3,Single,6142,7360,3,Y,No,11,Excellent,Very High,80,0,10,2,Better,5,1,4,3
23,No,Travel_Rarely,650,Research & Development,9,Below College,Medical,1,758,Medium,Male,37,High,1,Laboratory Technician,1,Married,2500,4344,1,Y,No,14,Excellent,Very High,80,1,5,2,Best,4,3,0,2
39,No,Travel_Rarely,141,Human Resources,3,Bachelor,Human Resources,1,760,High,Female,44,Very High,2,Human Resources,2,Married,6389,18767,9,Y,No,15,Excellent,High,80,1,12,3,Bad,8,3,3,6
56,No,Travel_Rarely,832,Research & Development,9,Bachelor,Medical,1,762,High,Male,81,High,4,Healthcare Representative,4,Married,11103,20420,7,Y,No,11,Excellent,High,80,0,30,1,Good,10,7,1,1
40,No,Travel_Rarely,804,Research & Development,2,Below College,Medical,1,763,Very High,Female,86,Medium,1,Research Scientist,4,Single,2342,22929,0,Y,Yes,20,Outstanding,Very High,80,0,5,2,Good,4,2,2,3
27,No,Travel_Rarely,975,Research & Development,7,Bachelor,Medical,1,764,Very High,Female,55,Medium,2,Healthcare Representative,1,Single,6811,23398,8,Y,No,19,Excellent,Low,80,0,9,2,Bad,7,6,0,7
29,No,Travel_Rarely,1090,Sales,10,Bachelor,Marketing,1,766,Very High,Male,83,High,1,Sales Representative,2,Divorced,2297,17967,1,Y,No,14,Excellent,Very High,80,2,2,2,Better,2,2,2,2
53,No,Travel_Rarely,346,Research & Development,6,Bachelor,Life Sciences,1,769,Very High,Male,86,High,2,Laboratory Technician,4,Single,2450,10919,2,Y,No,17,Excellent,Very High,80,0,19,4,Better,2,2,2,2
35,No,Non-Travel,1225,Research & Development,2,Master,Life Sciences,1,771,Very High,Female,61,High,2,Healthcare Representative,1,Divorced,5093,4761,2,Y,No,11,Excellent,Low,80,1,16,2,Best,1,0,0,0
32,No,Travel_Frequently,430,Research & Development,24,Master,Life Sciences,1,772,Low,Male,80,High,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,Excellent,Very High,80,2,10,2,Better,10,8,4,7
38,No,Travel_Rarely,268,Research & Development,2,Doctor,Medical,1,773,Very High,Male,92,High,1,Research Scientist,3,Married,3057,20471,6,Y,Yes,13,Excellent,Medium,80,1,6,0,Bad,1,0,0,1
34,No,Travel_Rarely,167,Research & Development,8,Doctor,Life Sciences,1,775,Medium,Female,32,High,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,No,14,Excellent,High,80,1,7,3,Better,0,0,0,0
52,No,Travel_Rarely,621,Sales,3,Master,Marketing,1,776,High,Male,31,Medium,4,Manager,1,Married,16856,10084,1,Y,No,11,Excellent,Low,80,0,34,3,Best,34,6,1,16
33,Yes,Travel_Rarely,527,Research & Development,1,Master,Other,1,780,Very High,Male,63,High,1,Research Scientist,4,Single,2686,5207,1,Y,Yes,13,Excellent,High,80,0,10,2,Good,10,9,7,8
25,No,Travel_Rarely,883,Sales,26,Below College,Medical,1,781,High,Female,32,High,2,Sales Executive,4,Single,6180,22807,1,Y,No,23,Outstanding,Medium,80,0,6,5,Good,6,5,1,4
45,No,Travel_Rarely,954,Sales,2,College,Technical Degree,1,783,Medium,Male,46,Low,2,Sales Representative,3,Single,6632,12388,0,Y,No,13,Excellent,Low,80,0,9,3,Better,8,7,3,1
23,No,Travel_Rarely,310,Research & Development,10,Below College,Medical,1,784,Low,Male,79,Very High,1,Research Scientist,3,Single,3505,19630,1,Y,No,18,Excellent,Very High,80,0,2,3,Better,2,2,0,2
47,Yes,Travel_Frequently,719,Sales,27,College,Life Sciences,1,785,Medium,Female,77,Very High,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,Excellent,Very High,80,0,8,2,Better,5,4,1,3
34,No,Travel_Rarely,304,Sales,2,Bachelor,Other,1,786,Very High,Male,60,High,2,Sales Executive,4,Single,6274,18686,1,Y,No,22,Outstanding,High,80,0,6,5,Better,6,5,1,4
55,Yes,Travel_Rarely,725,Research & Development,2,Bachelor,Medical,1,787,Very High,Male,78,High,5,Manager,1,Married,19859,21199,5,Y,Yes,13,Excellent,Very High,80,1,24,2,Better,5,2,1,4
36,No,Non-Travel,1434,Sales,8,Master,Life Sciences,1,789,Low,Male,76,Medium,3,Sales Executive,1,Single,7587,14229,1,Y,No,15,Excellent,Medium,80,0,10,1,Better,10,7,0,9
52,No,Non-Travel,715,Research & Development,19,Master,Medical,1,791,Very High,Male,41,High,1,Research Scientist,4,Married,4258,26589,0,Y,No,18,Excellent,Low,80,1,5,3,Better,4,3,1,2
26,No,Travel_Frequently,575,Research & Development,1,College,Life Sciences,1,792,Low,Female,71,Low,1,Laboratory Technician,4,Divorced,4364,5288,3,Y,No,14,Excellent,Low,80,1,5,2,Better,2,2,2,0
29,No,Travel_Rarely,657,Research & Development,27,Bachelor,Medical,1,793,Medium,Female,66,High,2,Healthcare Representative,3,Married,4335,25549,4,Y,No,12,Excellent,Low,80,1,11,3,Good,8,7,1,1
26,Yes,Travel_Rarely,1146,Sales,8,Bachelor,Technical Degree,1,796,Very High,Male,38,Medium,2,Sales Executive,1,Single,5326,3064,6,Y,No,17,Excellent,High,80,0,6,2,Good,4,3,1,2
34,No,Travel_Rarely,182,Research & Development,1,Master,Life Sciences,1,797,Medium,Female,72,Very High,1,Research Scientist,4,Single,3280,13551,2,Y,No,16,Excellent,High,80,0,10,2,Better,4,2,1,3
54,No,Travel_Rarely,376,Research & Development,19,Master,Medical,1,799,Very High,Female,95,High,2,Manufacturing Director,1,Divorced,5485,22670,9,Y,Yes,11,Excellent,Medium,80,2,9,4,Better,5,3,1,4
27,No,Travel_Frequently,829,Sales,8,Below College,Marketing,1,800,High,Male,84,High,2,Sales Executive,4,Married,4342,24008,0,Y,No,19,Excellent,Medium,80,1,5,3,Better,4,2,1,1
37,No,Travel_Rarely,571,Research & Development,10,Below College,Life Sciences,1,802,Very High,Female,82,High,1,Research Scientist,1,Divorced,2782,19905,0,Y,Yes,13,Excellent,Medium,80,2,6,3,Good,5,3,4,3
38,No,Travel_Frequently,240,Research & Development,2,Master,Life Sciences,1,803,Low,Female,75,Very High,2,Manufacturing Director,1,Single,5980,26085,6,Y,Yes,12,Excellent,Very High,80,0,17,2,Better,15,7,4,12
34,No,Travel_Rarely,121,Research & Development,2,Master,Medical,1,804,High,Female,86,Medium,1,Research Scientist,1,Single,4381,7530,1,Y,No,11,Excellent,High,80,0,6,3,Better,6,5,1,3
35,No,Travel_Rarely,384,Sales,8,Master,Life Sciences,1,805,Low,Female,72,High,1,Sales Representative,4,Married,2572,20317,1,Y,No,16,Excellent,Medium,80,1,3,1,Good,3,2,0,2
30,No,Travel_Rarely,921,Research & Development,1,Bachelor,Life Sciences,1,806,Very High,Male,38,Low,1,Laboratory Technician,3,Married,3833,24375,3,Y,No,21,Outstanding,High,80,2,7,2,Better,2,2,0,2
40,No,Travel_Frequently,791,Research & Development,2,College,Medical,1,807,High,Female,38,Very High,2,Healthcare Representative,2,Married,4244,9931,1,Y,No,24,Outstanding,Very High,80,1,8,2,Better,8,7,3,7
34,No,Travel_Rarely,1111,Sales,8,College,Life Sciences,1,808,High,Female,93,High,2,Sales Executive,1,Married,6500,13305,5,Y,No,17,Excellent,Medium,80,1,6,1,Better,3,2,1,2
42,No,Travel_Frequently,570,Research & Development,8,Bachelor,Life Sciences,1,809,Medium,Male,66,High,5,Manager,4,Divorced,18430,16225,1,Y,No,13,Excellent,Medium,80,1,24,4,Good,24,7,14,9
23,Yes,Travel_Rarely,1243,Research & Development,6,Bachelor,Life Sciences,1,811,High,Male,63,Very High,1,Laboratory Technician,1,Married,1601,3445,1,Y,Yes,21,Outstanding,High,80,2,1,2,Better,0,0,0,0
24,No,Non-Travel,1092,Research & Development,9,Bachelor,Life Sciences,1,812,High,Male,60,Medium,1,Laboratory Technician,2,Divorced,2694,26551,1,Y,No,11,Excellent,High,80,3,1,4,Better,1,0,0,0
52,No,Travel_Rarely,1325,Research & Development,11,Master,Life Sciences,1,813,Very High,Female,82,High,2,Laboratory Technician,3,Married,3149,21821,8,Y,No,20,Outstanding,Medium,80,1,9,3,Better,5,2,1,4
50,No,Travel_Rarely,691,Research & Development,2,Bachelor,Medical,1,815,High,Male,64,High,4,Research Director,3,Married,17639,6881,5,Y,No,16,Excellent,Very High,80,0,30,3,Better,4,3,0,3
29,Yes,Travel_Rarely,805,Research & Development,1,College,Life Sciences,1,816,Medium,Female,36,Medium,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,Excellent,Very High,80,1,1,1,Better,1,0,0,0
33,No,Travel_Rarely,213,Research & Development,7,Bachelor,Medical,1,817,High,Male,49,High,3,Research Director,3,Married,11691,25995,0,Y,No,11,Excellent,Very High,80,0,14,3,Best,13,9,3,7
33,Yes,Travel_Rarely,118,Sales,16,Bachelor,Marketing,1,819,Low,Female,69,High,2,Sales Executive,1,Single,5324,26507,5,Y,No,15,Excellent,High,80,0,6,3,Better,3,2,0,2
47,No,Travel_Rarely,202,Research & Development,2,College,Other,1,820,High,Female,33,High,4,Manager,4,Married,16752,12982,1,Y,Yes,11,Excellent,High,80,1,26,3,Good,26,14,3,0
36,No,Travel_Rarely,676,Research & Development,1,Bachelor,Other,1,823,High,Female,35,High,2,Manufacturing Director,2,Married,5228,23361,0,Y,No,15,Excellent,Low,80,1,10,2,Better,9,7,0,5
29,No,Travel_Rarely,1252,Research & Development,23,College,Life Sciences,1,824,High,Male,81,Very High,1,Research Scientist,3,Married,2700,23779,1,Y,No,24,Outstanding,High,80,1,10,3,Better,10,7,0,7
58,Yes,Travel_Rarely,286,Research & Development,2,Master,Life Sciences,1,825,Very High,Male,31,High,5,Research Director,2,Single,19246,25761,7,Y,Yes,12,Excellent,Very High,80,0,40,2,Better,31,15,13,8
35,No,Travel_Rarely,1258,Research & Development,1,Master,Life Sciences,1,826,Very High,Female,40,Very High,1,Research Scientist,3,Single,2506,13301,3,Y,No,13,Excellent,High,80,0,7,0,Better,2,2,2,2
42,No,Travel_Rarely,932,Research & Development,1,College,Life Sciences,1,827,Very High,Female,43,Medium,2,Manufacturing Director,4,Married,6062,4051,9,Y,Yes,13,Excellent,Very High,80,1,8,4,Better,4,3,0,2
28,Yes,Travel_Rarely,890,Research & Development,2,Master,Medical,1,828,High,Male,46,High,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,Excellent,Very High,80,0,5,3,Good,2,2,2,1
36,No,Travel_Rarely,1041,Human Resources,13,Bachelor,Human Resources,1,829,High,Male,36,High,1,Human Resources,2,Married,2143,25527,4,Y,No,13,Excellent,Medium,80,1,8,2,Better,5,2,0,4
32,No,Travel_Rarely,859,Research & Development,4,Bachelor,Life Sciences,1,830,High,Female,98,Medium,2,Manufacturing Director,3,Married,6162,19124,1,Y,No,12,Excellent,High,80,1,14,3,Better,14,13,6,8
40,No,Travel_Frequently,720,Research & Development,16,Master,Medical,1,832,Low,Male,51,Medium,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,Excellent,Very High,80,0,10,6,Better,1,0,0,0
30,No,Travel_Rarely,946,Research & Development,2,Bachelor,Medical,1,833,High,Female,52,Medium,2,Manufacturing Director,4,Single,6877,20234,5,Y,Yes,24,Outstanding,Medium,80,0,12,4,Good,0,0,0,0
45,No,Travel_Rarely,252,Research & Development,2,Bachelor,Life Sciences,1,834,Medium,Female,95,Medium,1,Research Scientist,3,Single,2274,6153,1,Y,No,14,Excellent,Very High,80,0,1,3,Better,1,0,0,0
42,No,Travel_Rarely,933,Research & Development,29,Bachelor,Life Sciences,1,836,Medium,Male,98,High,2,Manufacturing Director,2,Married,4434,11806,1,Y,No,13,Excellent,Very High,80,1,10,3,Good,9,8,7,8
38,No,Travel_Frequently,471,Research & Development,12,Bachelor,Life Sciences,1,837,Low,Male,45,Medium,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,Excellent,High,80,1,13,3,Good,4,3,1,2
34,No,Travel_Frequently,702,Research & Development,16,Master,Life Sciences,1,838,High,Female,100,Medium,1,Research Scientist,4,Single,2553,8306,1,Y,No,16,Excellent,High,80,0,6,3,Better,5,2,1,3
49,Yes,Travel_Rarely,1184,Sales,11,Bachelor,Marketing,1,840,High,Female,43,High,3,Sales Executive,4,Married,7654,5860,1,Y,No,18,Excellent,Low,80,2,9,3,Best,9,8,7,7
55,Yes,Travel_Rarely,436,Sales,2,Below College,Medical,1,842,High,Male,37,High,2,Sales Executive,4,Single,5160,21519,4,Y,No,16,Excellent,High,80,0,12,3,Good,9,7,7,3
43,No,Travel_Rarely,589,Research & Development,14,College,Life Sciences,1,843,Medium,Male,94,High,4,Research Director,1,Married,17159,5200,6,Y,No,24,Outstanding,High,80,1,22,3,Better,4,1,1,0
27,No,Travel_Rarely,269,Research & Development,5,Below College,Technical Degree,1,844,High,Male,42,Medium,3,Research Director,4,Divorced,12808,8842,1,Y,Yes,16,Excellent,Medium,80,1,9,3,Better,9,8,0,8
35,No,Travel_Rarely,950,Research & Development,7,Bachelor,Other,1,845,High,Male,59,High,3,Manufacturing Director,3,Single,10221,18869,3,Y,No,21,Outstanding,Medium,80,0,17,3,Best,8,5,1,6
28,No,Travel_Rarely,760,Sales,2,Master,Marketing,1,846,Medium,Female,81,High,2,Sales Executive,2,Married,4779,3698,1,Y,Yes,20,Outstanding,Low,80,0,8,2,Better,8,7,7,5
34,No,Travel_Rarely,829,Human Resources,3,College,Human Resources,1,847,High,Male,88,High,1,Human Resources,4,Married,3737,2243,0,Y,No,19,Excellent,High,80,1,4,1,Bad,3,2,0,2
26,Yes,Travel_Frequently,887,Research & Development,5,College,Medical,1,848,High,Female,88,Medium,1,Research Scientist,3,Married,2366,20898,1,Y,Yes,14,Excellent,Low,80,1,8,2,Better,8,7,1,7
27,No,Non-Travel,443,Research & Development,3,Bachelor,Medical,1,850,Very High,Male,50,High,1,Research Scientist,4,Married,1706,16571,1,Y,No,11,Excellent,High,80,3,0,6,Good,0,0,0,0
51,No,Travel_Rarely,1318,Sales,26,Master,Marketing,1,851,Low,Female,66,High,4,Manager,3,Married,16307,5594,2,Y,No,14,Excellent,High,80,1,29,2,Good,20,6,4,17
44,No,Travel_Rarely,625,Research & Development,4,Bachelor,Medical,1,852,Very High,Male,50,High,2,Healthcare Representative,2,Single,5933,5197,9,Y,No,12,Excellent,Very High,80,0,10,2,Good,5,2,2,3
25,No,Travel_Rarely,180,Research & Development,2,Below College,Medical,1,854,Low,Male,65,Very High,1,Research Scientist,1,Single,3424,21632,7,Y,No,13,Excellent,High,80,0,6,3,Good,4,3,0,1
33,No,Travel_Rarely,586,Sales,1,Bachelor,Medical,1,855,Low,Male,48,Very High,2,Sales Executive,1,Divorced,4037,21816,1,Y,No,22,Outstanding,Low,80,1,9,5,Better,9,8,0,8
35,No,Travel_Rarely,1343,Research & Development,27,Below College,Medical,1,856,High,Female,53,Medium,1,Research Scientist,1,Single,2559,17852,1,Y,No,11,Excellent,Very High,80,0,6,3,Good,6,5,1,1
36,No,Travel_Rarely,928,Sales,1,College,Life Sciences,1,857,Medium,Male,56,High,2,Sales Executive,4,Married,6201,2823,1,Y,Yes,14,Excellent,Very High,80,1,18,1,Good,18,14,4,11
32,No,Travel_Rarely,117,Sales,13,Master,Life Sciences,1,859,Medium,Male,73,High,2,Sales Executive,4,Divorced,4403,9250,2,Y,No,11,Excellent,High,80,1,8,3,Good,5,2,0,3
30,No,Travel_Frequently,1012,Research & Development,5,Master,Life Sciences,1,861,Medium,Male,75,Medium,1,Research Scientist,4,Divorced,3761,2373,9,Y,No,12,Excellent,Medium,80,1,10,3,Good,5,4,0,3
53,No,Travel_Rarely,661,Sales,7,College,Marketing,1,862,Low,Female,78,Medium,3,Sales Executive,4,Married,10934,20715,7,Y,Yes,18,Excellent,Very High,80,1,35,3,Better,5,2,0,4
45,No,Travel_Rarely,930,Sales,9,Bachelor,Marketing,1,864,Very High,Male,74,High,3,Sales Executive,1,Divorced,10761,19239,4,Y,Yes,12,Excellent,High,80,1,18,2,Better,5,4,0,2
32,No,Travel_Rarely,638,Research & Development,8,College,Medical,1,865,High,Female,91,Very High,2,Research Scientist,3,Married,5175,22162,5,Y,No,12,Excellent,High,80,1,9,3,Good,5,3,1,3
52,No,Travel_Frequently,890,Research & Development,25,Master,Medical,1,867,High,Female,81,Medium,4,Manufacturing Director,4,Married,13826,19028,3,Y,No,22,Outstanding,High,80,0,31,3,Better,9,8,0,0
37,No,Travel_Rarely,342,Sales,16,Master,Marketing,1,868,Very High,Male,66,Medium,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,Excellent,Very High,80,2,9,2,Better,1,0,0,0
28,No,Travel_Rarely,1169,Human Resources,8,College,Medical,1,869,Medium,Male,63,Medium,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,Excellent,Very High,80,1,6,6,Better,5,1,0,4
22,No,Travel_Rarely,1230,Research & Development,1,College,Life Sciences,1,872,Very High,Male,33,Medium,2,Manufacturing Director,4,Married,4775,19146,6,Y,No,22,Outstanding,Low,80,2,4,2,Bad,2,2,2,2
44,No,Travel_Rarely,986,Research & Development,8,Master,Life Sciences,1,874,Low,Male,62,Very High,1,Laboratory Technician,4,Married,2818,5044,2,Y,Yes,24,Outstanding,High,80,1,10,2,Good,3,2,0,2
42,No,Travel_Frequently,1271,Research & Development,2,Below College,Medical,1,875,Medium,Male,35,High,1,Research Scientist,4,Single,2515,9068,5,Y,Yes,14,Excellent,Very High,80,0,8,2,Better,2,1,2,2
